Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,latitude,longitude,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),number of males,number of females,prop taxes paid 2016,median taxes (with mortgage,median taxes (no mortgage),median house value,median houshold income,median monthly owner costs (with mortgage),median monthly owner costs (no mortgage),median gross rent,median asking price for vacant for-sale home/condo,unemployment (%),Number of Homes,Count of Abnb,Density of Abnb (%),Average Abnb Price (by zipcode),Average NumReviews (by zipcode),Average Rating (by zipcode),Average Number of Bathrooms (by zipcode),Average Number of Bedrooms (by zipcode),Average Number of Beds (by zipcode),Average Number of Guests (by zipcode)
1.0,1.0,1.0,Arlington,2.0,30.0,N,Y,38.870740000000005,-77.08563000000001,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
2.0,2.0,2.0,San Diego,3.0,6.0,Y,Y,32.75325,-117.15912,92103,34358.0,31066.0,30186,137.1,3.8,0.0,9123,17440,16918,0.7,4955.0,3037.0,707677.0,75195.0,2675.0,654.0,1358.0,592272.0,3.8,13743.2,503,3.659991851,155.15230459999998,49.58097686,4.882271468,1.357852883,1.665943601,2.1510934390000003,2.1510934390000003
1.0,,1.0,New York,3.0,125.0,N,N,40.74617,-73.98659,10010,33325.0,31834.0,26408,157.4,0.4,0.0,85303,16849,16476,1.0,10587.0,6082.0,775604.0,114711.0,3102.0,694.0,2524.0,836221.0,4.0,13330.0,68,0.510127532,151.19117649999998,38.0952381,4.762295082,1.102941176,1.230769231,1.75,1.75
2.0,3.0,6.0,San Diego,8.0,46.0,Y,Y,32.72012,-117.23587,92106,19134.0,19330.0,18505,141.7,5.6,0.7,3389,9861,9273,0.5,6178.0,3123.0,950303.0,86743.0,3120.0,581.0,1857.0,1677498.0,5.9,7653.6,183,2.391031671,191.90857140000003,29.73793103,4.868613139,1.513661202,1.892857143,2.404371585,2.404371585
1.0,1.0,1.0,San Francisco,2.0,61.0,Y,Y,37.78517,-122.41615,94102,29739.0,31176.0,28991,181.8,0.7,0.0,44330,17025,12715,0.9,6722.0,5713.0,738977.0,30678.0,2939.0,1062.0,926.0,727528.0,5.9,11895.6,226,1.899862134,155.0772727,63.41176471,4.731707317,1.426605505,1.230769231,1.586363636,1.586363636
1.0,1.0,1.0,San Francisco,2.0,272.0,N,Y,37.77524,-122.40751000000002,94103,26116.0,27170.0,23016,167.8,1.4,0.0,19259,15354,10763,0.9,7500.0,7701.0,814561.0,48054.0,3471.0,967.0,1064.0,921350.0,5.0,10446.4,150,1.4359013630000002,176.0,78.62307692,4.9375,1.22147651,1.174825175,1.322147651,1.322147651
2.0,2.0,2.0,San Diego,6.0,3.0,Y,Y,32.80585,-117.12167,92123,30635.0,26823.0,25217,134.0,8.2,0.0,3745,15646,14988,0.6,3662.0,1379.0,491467.0,75242.0,2236.0,415.0,1888.0,462825.0,5.2,12254.0,74,0.603884446,98.67123288,27.10638298,4.918604651,1.243243243,1.375,1.635135135,1.635135135
2.0,1.0,2.0,Ridgewood,2.0,64.0,N,N,40.70445,-73.9063,11385,104854.0,98592.0,97524,156.7,3.6,0.0,29023,51713,53141,0.8,4255.0,4586.0,565054.0,63037.0,2677.0,770.0,1382.0,546760.0,4.7,41941.6,63,0.150208862,64.6557377,44.11111111,4.651162791,1.25,1.274193548,1.714285714,1.714285714
2.0,1.0,1.0,San Diego,2.0,55.0,N,Y,32.91891,-117.14232,92126,81842.0,73343.0,74222,131.5,12.6,0.0,6478,42371,39471,0.7,3593.0,2535.0,482699.0,93740.0,2182.0,523.0,1851.0,586259.0,4.9,32736.8,113,0.345177293,83.20909091,33.92682927,4.913333333,1.267857143,1.396396396,1.681415929,1.681415929
1.0,1.0,1.0,San Diego,2.0,125.0,N,Y,32.71951,-117.12365,92102,45420.0,43267.0,47123,134.1,4.6,0.0,9799,23694,21727,0.5,2211.0,852.0,360942.0,44226.0,1667.0,326.0,1141.0,401922.0,5.7,18168.0,438,2.410832232,130.0616114,53.12188366,4.85,1.240825688,1.6868686869999998,2.342465753,2.342465753
1.0,2.0,2.0,San Diego,4.0,57.0,Y,Y,32.771609999999995,-117.10108,92116,33392.0,31680.0,33080,136.4,3.5,0.0,9629,17098,16293,0.6,3751.0,2236.0,587807.0,62866.0,2119.0,474.0,1192.0,436070.0,5.1,13356.8,306,2.290967897,111.4238411,43.13122172,4.895522388,1.140983607,1.4397163119999998,1.764705882,1.764705882
1.0,1.0,1.0,Brooklyn,1.0,6.0,N,N,40.67322,-73.91018000000001,11233,73194.0,67053.0,61955,172.7,1.3,0.0,54302,32614,40577,0.4,2766.0,2996.0,676489.0,37166.0,2572.0,756.0,1152.0,746172.0,7.7,29277.6,161,0.549908462,66.03797468,39.34482759,4.669064748,1.298136646,1.24516129,1.757763975,1.757763975
2.0,3.0,3.0,San Carlos,6.0,3.0,Y,Y,37.49431,-122.24555,94134,42274.0,40798.0,40134,155.2,2.4,0.0,17616,20688,21586,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,2.0,2.0,New York,4.0,103.0,Y,N,40.72674,-74.00305,10012,24887.0,24090.0,26000,169.4,0.3,0.0,76982,12790,12097,0.7,10587.0,10810.0,1467298.0,106039.0,3483.0,1279.0,2200.0,2955801.0,3.7,9954.8,122,1.225539438,179.3833333,49.72072072,4.724770642,1.06557377,1.315315315,1.680327869,1.680327869
1.0,2.0,7.0,New Orleans,8.0,108.0,N,Y,29.98538,-90.06576,70116,11761.0,11507.0,16688,102.7,1.3,0.1,9105,6321,5440,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,2.0,Arlington,4.0,20.0,Y,N,38.88134,-77.09069000000001,20007,26793.0,26866.0,28818,125.9,3.0,0.5,8917,12773,14020,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
2.0,3.0,4.0,Washington,7.0,15.0,Y,Y,38.90772,-77.04726,20036,5736.0,5435.0,3808,122.2,0.3,0.0,17231,2657,3078,0.6,2597.0,2825.0,441965.0,87500.0,2238.0,675.0,1882.0,317067.0,1.7,2294.4,132,5.753138075,139.030303,69.45454545,4.847107438,1.128787879,1.330357143,1.954545455,1.954545455
3.0,3.0,3.0,Washington,9.0,76.0,Y,Y,38.88476,-76.98195,20003,29487.0,26454.0,23122,123.8,2.2,0.3,13144,15559,13928,0.5,4113.0,3131.0,771719.0,118469.0,2685.0,577.0,1848.0,730517.0,4.4,11794.8,410,3.476108115,127.7487685,54.34444444,4.900289017,1.196078431,1.442708333,2.487804878,2.487804878
