0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1.0,2.0,2.0,4.0,23.0,60.0,29.97001,-90.09578,70119.0,37419.0,36228.0,50175.0,101.4,4.5,0.0,8368.0,19151.0,18268.0,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829.0,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.4741433021806853,1.0,1.0,253.0,65.0,40.750040000000006,-73.99647,10001.0,23666.0,21102.0,17310.0,153.9,0.6,0.0,38085.0,12293.0,11373.0,1.0,7719.0,4620.0,511113.0,88701.0,3241.0,461.0,2185.0,2162114.0,5.3,9466.4,53.0,0.559874926,123.754717,61.0,4.6363636360000005,1.211538462,1.195121951,1.5471698109999998,1.5471698109999998
1.0,1.0,1.0,2.0,3.0,58.0,32.72929,-117.25444,92107.0,29712.0,28651.0,27956.0,140.0,3.1,0.5,9468.0,14798.0,14913.0,0.5,4964.0,2759.0,827547.0,76120.0,2589.0,580.0,1443.0,1074827.0,4.7,11884.8,518.0,4.358508347,151.2694611,50.85193622,4.852731591,1.328185328,1.795258621,2.478764479,2.478764479
1.0,1.0,2.0,3.0,55.0,44.0,29.97536,-90.06825,70116.0,11761.0,11507.0,16688.0,102.7,1.3,0.1,9105.0,6321.0,5440.0,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703.0,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
2.0,3.0,4.0,6.0,9.0,789.0,37.74951,-122.43947,94131.0,28756.0,26881.0,27897.0,157.2,2.1,0.0,13828.0,15744.0,13013.0,0.6,7754.0,3344.0,1130219.0,115691.0,3496.0,546.0,1975.0,1406358.0,3.4,11502.4,365.0,3.1732508,210.890411,72.40350877,4.920353982,1.257617729,1.629518072,1.917808219,1.917808219
1.0,1.0,1.0,1.0,3.0,54.0,38.83469,-77.10871999999999,20037.0,15504.0,14642.0,12642.0,127.5,0.6,0.3,24097.0,7071.0,8432.0,0.6,4203.0,4315.0,668720.0,75467.0,2696.0,1044.0,2091.0,1621072.0,2.9,6201.6,419.0,6.756320949,153.59223300000002,38.3728223,4.766536965,1.215827338,1.425,1.894988067,1.894988067
1.0,1.0,4.0,2.0,79.0,19.0,29.97265,-90.06365,70116.0,11761.0,11507.0,16688.0,102.7,1.3,0.1,9105.0,6321.0,5440.0,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703.0,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,1.0,3.0,209.0,140.0,40.74687,-74.00595,10011.0,51126.0,50984.0,46669.0,159.8,0.7,0.0,77652.0,25825.0,25301.0,0.9,9145.0,9372.0,1080162.0,118869.0,3336.0,975.0,2097.0,2264855.0,3.4,20450.4,114.0,0.557446309,178.1743119,48.1875,4.820652174,1.035087719,1.252747253,1.631578947,1.631578947
1.0,2.0,2.0,4.0,76.0,95.0,40.73576,-73.85434000000001,11368.0,114602.0,109931.0,98841.0,162.1,2.6,0.0,43550.0,61376.0,53229.0,0.7,3827.0,3844.0,547407.0,47887.0,2830.0,780.0,1513.0,840171.0,4.8,45840.8,38.0,0.082895586,57.59459459,26.35483871,4.839285714,1.081081081,1.081081081,1.526315789,1.526315789
1.0,1.0,1.0,1.0,8.0,74.0,37.56735,-122.33122,94134.0,42274.0,40798.0,40134.0,155.2,2.4,0.0,17616.0,20688.0,21586.0,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101.0,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.4741433021806853,2.0,4.0,225.0,139.0,37.87106,-122.29767,94130.0,3134.0,2880.0,1453.0,144.2,0.9,0.0,3405.0,1762.0,1372.0,0.6,4512.598465011287,3644.708202034753,632259.0128732343,51315.0,2502.8628223495703,731.4022316206245,1919.0,3898250.0,9.7,1253.6,4143.0,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.4741433021806853,1.0,1.0,4.0,140.0,40.70857,-74.01005,10005.0,8834.0,7135.0,884.0,169.5,0.1,0.0,120158.0,4262.0,4572.0,0.2,4512.598465011287,3609.0,1581508.0,135514.0,3987.0,1364.0,3106.0,7040133.0,2.6,3533.6,70.0,1.980982567,220.6086957,36.3,4.808510638,1.114285714,1.6481481480000002,1.914285714,1.914285714
1.0,1.4741433021806853,1.0,2.0,11.0,110.0,32.74841,-117.14308,92104.0,46444.0,44414.0,47688.0,137.8,3.8,0.0,12271.0,23469.0,22975.0,0.5,3281.0,1746.0,551513.0,54187.0,2272.0,419.0,1189.0,346332.0,5.6,18577.6,391.0,2.104685212,118.6311688,56.503125,4.920711974,1.153846154,1.51744186,1.792838875,1.792838875
1.0,1.0,1.0,2.0,14.0,99.0,37.71052,-122.44645,94112.0,85205.0,79407.0,73104.0,154.3,3.4,0.0,25329.0,42842.0,42363.0,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478.0,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
1.0,4.0,4.0,5.0,15.0,175.0,37.716,-122.45425,94112.0,85205.0,79407.0,73104.0,154.3,3.4,0.0,25329.0,42842.0,42363.0,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478.0,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
1.0,3.0,2.0,6.0,11.0,125.0,29.96803,-90.09865,70119.0,37419.0,36228.0,50175.0,101.4,4.5,0.0,8368.0,19151.0,18268.0,0.6,1778.0,1139.0,244735.0,33708.0,1588.0,442.0,986.0,192284.0,6.8,14967.6,829.0,5.538630108,109.8454988,49.68790637,4.878179384,1.249698432,1.84828496,2.343787696,2.343787696
1.0,1.4741433021806853,2.0,2.0,17.0,165.0,40.77384,-73.94999,10162.0,1270.0,1685.0,1726.0,152.7,0.0,0.0,111721.0,583.0,687.0,0.8,4512.598465011287,3644.708202034753,632259.0128732343,186240.0,2502.8628223495703,731.4022316206245,2827.0,1153123.0,3.8,508.0,51.0,10.03937008,121.82,43.91304348,4.72826087,1.0,1.195121951,1.607843137,1.607843137
1.0,1.4741433021806853,1.0,2.0,33.0,110.0,42.3413,-71.12535,2134.0,17850.0,21503.0,21389.0,144.3,1.3,0.0,13458.0,9350.0,8499.0,0.8,3585.0,4385.0,486584.0,49455.0,2254.0,810.0,1654.0,361746.0,4.2,7140.0,144.0,2.016806723,96.76223776,38.38888889,4.779166667,1.244755245,1.508474576,1.777777778,1.777777778
1.0,1.0,1.0,2.0,14.0,86.0,29.96587,-90.06665,70116.0,11761.0,11507.0,16688.0,102.7,1.3,0.1,9105.0,6321.0,5440.0,0.8,2543.0,2041.0,276478.0,32017.0,1874.0,554.0,919.0,203035.0,10.7,4704.4,703.0,14.94345719,94.17191977,83.96723869,4.823667712,1.211126961,1.524242424,2.06685633,2.06685633
1.0,1.0,1.0,2.0,139.0,150.0,37.78,-122.48253,94121.0,43332.0,41203.0,42473.0,163.0,3.1,0.0,14061.0,21000.0,22332.0,0.6,8485.0,3135.0,1061849.0,80486.0,3456.0,574.0,1704.0,2422470.0,3.4,17332.8,89.0,0.513477338,173.8988764,91.09302326,4.831395349,1.215909091,1.5,1.808988764,1.808988764
1.0,1.0,1.0,2.0,140.0,120.0,37.75654,-122.46643,94122.0,62918.0,56023.0,55492.0,156.3,2.4,0.0,26616.0,30376.0,32541.0,0.6,7220.0,2917.0,970171.0,101119.0,3133.0,545.0,1860.0,852151.0,3.7,25167.2,129.0,0.512571919,150.8449612,73.62601626,4.868852459,1.178294574,1.4471544719999998,1.891472868,1.891472868
2.0,3.0,3.0,2.0,10.0,67.0,37.47921,-122.25876,94134.0,42274.0,40798.0,40134.0,155.2,2.4,0.0,17616.0,20688.0,21586.0,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101.0,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
2.0,1.0,1.0,2.0,268.0,99.0,37.76521,-122.41653,94103.0,26116.0,27170.0,23016.0,167.8,1.4,0.0,19259.0,15354.0,10763.0,0.9,7500.0,7701.0,814561.0,48054.0,3471.0,967.0,1064.0,921350.0,5.0,10446.4,150.0,1.4359013630000002,176.0,78.62307692,4.9375,1.22147651,1.174825175,1.322147651,1.322147651
2.0,1.0,1.0,2.0,26.0,45.0,39.93556,-75.15529000000001,19147.0,39405.0,36228.0,32680.0,107.6,1.4,0.2,27998.0,19454.0,19950.0,0.7,2742.0,2077.0,357612.0,72963.0,1694.0,497.0,1255.0,395531.0,4.8,15762.0,257.0,1.6305037430000002,96.79377432,58.45045045,4.830188679,1.245136187,1.545454545,1.984435798,1.984435798
2.0,2.0,2.0,6.0,19.0,35.0,29.947840000000003,-90.10243,70125.0,16992.0,14479.0,23887.0,102.6,2.3,0.0,7252.0,8064.0,8927.0,0.8,3109.0,1746.0,318322.0,38122.0,2070.0,573.0,971.0,223889.0,7.1,6796.8,327.0,4.811087571,117.5603715,39.42605634,4.838709677,1.327217125,2.078431373,2.706422018,2.706422018
1.0,2.0,4.0,5.0,7.0,140.0,37.54552,-122.30978,94134.0,42274.0,40798.0,40134.0,155.2,2.4,0.0,17616.0,20688.0,21586.0,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101.0,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.0,1.0,3.0,76.0,42.0,38.86667,-77.09787,20007.0,26793.0,26866.0,28818.0,125.9,3.0,0.5,8917.0,12773.0,14020.0,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265.0,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
2.0,2.0,2.0,5.0,4.0,250.0,25.78282,-80.19088,33132.0,11596.0,11165.0,5322.0,114.1,1.7,1.5,6799.0,6803.0,4794.0,1.1,4922.0,5435.0,481478.0,72916.0,2660.0,1259.0,1893.0,530742.0,3.3,4638.4,1634.0,35.22766471,115.1635572,37.41294643,4.791763792,1.317596567,1.584033613,2.14504284,2.14504284
1.0,1.4741433021806853,1.0,2.0,22.0,100.0,38.89891,-77.08576,20007.0,26793.0,26866.0,28818.0,125.9,3.0,0.5,8917.0,12773.0,14020.0,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265.0,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
1.0,1.0,1.0,1.0,9.0,42.0,37.90851,-122.31832,94130.0,3134.0,2880.0,1453.0,144.2,0.9,0.0,3405.0,1762.0,1372.0,0.6,4512.598465011287,3644.708202034753,632259.0128732343,51315.0,2502.8628223495703,731.4022316206245,1919.0,3898250.0,9.7,1253.6,4143.0,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,2.0,4.0,8.0,175.0,37.7793,-122.44077,94115.0,35178.0,33021.0,33115.0,160.7,1.1,0.0,31529.0,16929.0,18248.0,0.7,9174.0,6070.0,1194039.0,101118.0,3868.0,1111.0,1837.0,5024047.0,4.6,14071.2,251.0,1.78378532,222.4705882,68.61711712,4.879146919,1.266129032,1.587234043,2.004016064,2.004016064
1.0,1.0,1.0,2.0,40.0,100.0,47.72044,-122.30858,98125.0,40261.0,37081.0,34994.0,117.4,5.4,1.5,7469.0,19587.0,20673.0,0.9,3784.0,4095.0,446738.0,60796.0,2080.0,648.0,1173.0,402504.0,5.4,16104.4,77.0,0.4781301999999999,90.22368421,32.03333333,4.8684210530000005,1.155844156,1.478873239,1.74025974,1.74025974
2.0,3.0,4.0,8.0,30.0,399.0,29.94076,-90.11515,70118.0,36182.0,33008.0,36847.0,102.7,4.7,0.7,7724.0,16863.0,19318.0,0.9,3748.0,2036.0,348955.0,41945.0,2155.0,586.0,999.0,453518.0,7.2,14472.8,388.0,2.680891051,143.8441558,40.36936937,4.885350318,1.343669251,1.97574124,2.548969072,2.548969072
1.0,1.4741433021806853,2.0,3.0,6.0,160.0,40.72401,-73.98729,10002.0,79216.0,81410.0,84870.0,171.8,0.9,0.0,90078.0,38185.0,41030.0,0.6,4071.0,3677.0,675823.0,37071.0,2282.0,453.0,950.0,730272.0,6.8,31686.4,199.0,0.6280296910000001,123.5128205,50.10404624,4.721875,1.102040816,1.203296703,1.497487437,1.497487437
2.0,2.0,7.0,6.0,7.0,50.0,25.94251,-80.12458000000001,33141.0,40307.0,35249.0,36545.0,111.9,2.3,5.2,17406.0,21026.0,19282.0,0.9,2806.0,2559.0,313216.0,43893.0,2038.0,804.0,1163.0,2404330.0,4.6,16122.8,829.0,5.141786786,123.4434889,25.91878981,4.756521739,1.507246377,1.754226268,2.530193237,2.530193237
1.0,1.4741433021806853,4.0,6.0,22.0,69.0,32.71471,-117.15971,92101.0,37385.0,37095.0,27494.0,136.9,4.7,0.2,7926.0,21906.0,15481.0,0.9,4808.0,5069.0,538860.0,59582.0,2718.0,1002.0,1461.0,609160.0,4.8,14954.0,708.0,4.734519192,124.1310541,52.78267974,4.779187817,1.223011364,1.434782609,2.131355932,2.131355932
1.0,1.0,1.0,2.0,16.0,48.0,40.71731,-73.943,11222.0,36207.0,36934.0,39360.0,161.0,1.5,0.1,23754.0,17302.0,18903.0,0.5,3423.0,4026.0,791808.0,76436.0,2752.0,757.0,1841.0,4684674.0,4.1,14482.8,133.0,0.91833071,124.9140625,37.7107438,4.858974358999999,1.067669173,1.245454545,1.466165414,1.466165414
1.0,1.0,1.0,3.0,157.0,135.0,37.87203,-122.28405,94130.0,3134.0,2880.0,1453.0,144.2,0.9,0.0,3405.0,1762.0,1372.0,0.6,4512.598465011287,3644.708202034753,632259.0128732343,51315.0,2502.8628223495703,731.4022316206245,1919.0,3898250.0,9.7,1253.6,4143.0,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
2.0,2.0,3.0,5.0,35.0,190.0,38.92082,-77.00931,20001.0,45643.0,38551.0,33550.0,123.8,2.2,0.1,20929.0,22223.0,23419.0,0.5,3473.0,2753.0,649740.0,96366.0,2637.0,638.0,1741.0,979244.0,4.9,18257.2,382.0,2.09232522,123.0738786,68.04273504,4.828488372,1.206806283,1.374301676,2.282722513,2.282722513
1.0,1.0,1.0,2.0,34.0,25.0,38.89249,-77.09929,20007.0,26793.0,26866.0,28818.0,125.9,3.0,0.5,8917.0,12773.0,14020.0,0.7,6618.0,7121.0,1011681.0,124468.0,3410.0,1257.0,1865.0,685283.0,3.2,10717.2,1265.0,11.80345613,168.866129,31.23350923,4.7877218930000005,1.254358162,1.4344600159999998,1.716996047,1.716996047
4.0,1.0,1.0,2.0,64.0,38.0,40.70532,-73.94455,11206.0,87726.0,81677.0,69032.0,173.3,1.4,0.0,61156.0,42732.0,44993.0,0.5,2916.0,3254.0,621881.0,32858.0,2469.0,704.0,974.0,777055.0,9.6,35090.4,76.0,0.216583453,68.95945946,63.87323944,4.671428571,1.386666667,1.070422535,1.368421053,1.368421053
1.0,1.0,0.0,2.0,85.0,99.0,37.75103,-122.50651,94116.0,46594.0,43698.0,42958.0,156.9,2.6,0.0,18021.0,22210.0,24383.0,0.5,7247.0,3382.0,956519.0,95744.0,3110.0,517.0,1803.0,908146.0,4.8,18637.6,71.0,0.380950337,133.6901408,69.13235294,4.909090909,1.23943662,1.4492753619999998,1.85915493,1.85915493
2.0,1.0,1.0,1.0,12.0,45.0,37.848290000000006,-122.2649,94130.0,3134.0,2880.0,1453.0,144.2,0.9,0.0,3405.0,1762.0,1372.0,0.6,4512.598465011287,3644.708202034753,632259.0128732343,51315.0,2502.8628223495703,731.4022316206245,1919.0,3898250.0,9.7,1253.6,4143.0,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
1.0,1.0,1.0,3.0,35.0,90.0,32.75903,-117.07844,92115.0,65333.0,58560.0,56883.0,136.5,6.5,0.0,10049.0,32550.0,32783.0,0.6,3126.0,1563.0,458392.0,48944.0,2164.0,417.0,1208.0,610713.0,6.7,26133.2,210.0,0.803575528,94.32195122,26.84397163,4.867768595,1.233333333,1.468085106,1.7,1.7
1.0,1.0,2.0,4.0,50.0,95.0,25.94728,-80.12182,33141.0,40307.0,35249.0,36545.0,111.9,2.3,5.2,17406.0,21026.0,19282.0,0.9,2806.0,2559.0,313216.0,43893.0,2038.0,804.0,1163.0,2404330.0,4.6,16122.8,829.0,5.141786786,123.4434889,25.91878981,4.756521739,1.507246377,1.754226268,2.530193237,2.530193237
1.0,1.0,1.0,1.0,29.0,32.0,47.57308,-122.29364,98144.0,30521.0,26881.0,24913.0,116.6,3.4,1.8,8964.0,15214.0,15307.0,0.8,3974.0,4104.0,499015.0,69761.0,2243.0,662.0,1037.0,354357.0,3.3,12208.4,155.0,1.26961764,87.16447368,59.88,4.895973154,1.225806452,1.4041095890000002,1.7290322580000002,1.7290322580000002
1.0,1.4741433021806853,1.0,3.0,114.0,139.0,37.74594,-122.43054,94131.0,28756.0,26881.0,27897.0,157.2,2.1,0.0,13828.0,15744.0,13013.0,0.6,7754.0,3344.0,1130219.0,115691.0,3496.0,546.0,1975.0,1406358.0,3.4,11502.4,365.0,3.1732508,210.890411,72.40350877,4.920353982,1.257617729,1.629518072,1.917808219,1.917808219
1.0,1.0,1.0,2.0,5.0,40.0,40.69539,-73.9285,11221.0,85239.0,78895.0,76363.0,167.3,1.4,0.0,61619.0,41117.0,44121.0,0.4,2571.0,2704.0,677710.0,45160.0,2747.0,726.0,1296.0,777258.0,12.0,34095.6,77.0,0.225835592,57.14864865,47.73611111,4.731884058,1.263157895,1.028985507,1.363636364,1.363636364
1.0,1.0,2.0,4.0,155.0,175.0,38.89625,-76.98692,20002.0,60514.0,52370.0,49333.0,123.6,5.3,0.2,11513.0,29267.0,31246.0,0.5,2898.0,2016.0,598906.0,80499.0,2322.0,490.0,1421.0,591482.0,6.3,24205.6,168.0,0.6940542679999999,95.78443114,63.90506329,4.881410256000001,1.113095238,1.294117647,1.803571429,1.803571429
1.0,1.0,1.0,2.0,131.0,54.0,37.7061,-122.45346,94112.0,85205.0,79407.0,73104.0,154.3,3.4,0.0,25329.0,42842.0,42363.0,0.6,5161.0,2870.0,733316.0,80598.0,2636.0,471.0,1647.0,833728.0,6.5,34082.0,478.0,1.402499853,120.5779221,55.12594458,4.797979798,1.219088937,1.515625,1.896995708,1.896995708
1.0,1.0,1.0,2.0,51.0,49.0,25.93861,-80.18785,33141.0,40307.0,35249.0,36545.0,111.9,2.3,5.2,17406.0,21026.0,19282.0,0.9,2806.0,2559.0,313216.0,43893.0,2038.0,804.0,1163.0,2404330.0,4.6,16122.8,829.0,5.141786786,123.4434889,25.91878981,4.756521739,1.507246377,1.754226268,2.530193237,2.530193237
0.0,1.0,4.0,4.0,167.0,40.0,37.79883,-122.40474,94111.0,3481.0,3713.0,3335.0,158.4,0.3,0.2,10116.0,1752.0,1728.0,0.8,8542.0,9076.0,1048863.0,108401.0,3580.0,1513.0,2302.0,3898250.0,6.4,1392.4,32.0,2.298190175,107.7931034,89.62068966,4.578125,0.344827586,1.206896552,3.0,3.0
1.0,2.0,2.0,3.0,19.0,150.0,32.76347,-117.13008,92116.0,33392.0,31680.0,33080.0,136.4,3.5,0.0,9629.0,17098.0,16293.0,0.6,3751.0,2236.0,587807.0,62866.0,2119.0,474.0,1192.0,436070.0,5.1,13356.8,306.0,2.290967897,111.4238411,43.13122172,4.895522388,1.140983607,1.4397163119999998,1.764705882,1.764705882
1.0,1.0,1.0,4.0,42.0,70.0,32.7825,-117.1683,92111.0,49073.0,45096.0,46821.0,134.3,8.5,0.0,5807.0,24989.0,24084.0,0.6,3265.0,1760.0,481700.0,62629.0,2192.0,490.0,1404.0,734270.0,6.0,19629.2,184.0,0.937379007,84.87570621,33.79411765,4.874015748,1.184782609,1.398843931,1.635869565,1.635869565
1.0,1.4741433021806853,3.0,5.0,69.0,199.0,40.74642,-73.98679,10010.0,33325.0,31834.0,26408.0,157.4,0.4,0.0,85303.0,16849.0,16476.0,1.0,10587.0,6082.0,775604.0,114711.0,3102.0,694.0,2524.0,836221.0,4.0,13330.0,68.0,0.510127532,151.19117649999998,38.0952381,4.762295082,1.102941176,1.230769231,1.75,1.75
1.0,1.0,1.0,3.0,160.0,25.0,47.59083,-122.29981,98144.0,30521.0,26881.0,24913.0,116.6,3.4,1.8,8964.0,15214.0,15307.0,0.8,3974.0,4104.0,499015.0,69761.0,2243.0,662.0,1037.0,354357.0,3.3,12208.4,155.0,1.26961764,87.16447368,59.88,4.895973154,1.225806452,1.4041095890000002,1.7290322580000002,1.7290322580000002
1.0,1.0,1.0,1.0,20.0,57.0,40.66183,-73.72943000000001,11422.0,33887.0,30425.0,30449.0,150.1,2.0,0.1,17093.0,15395.0,18491.0,0.8,3716.0,3787.0,457948.0,88980.0,2523.0,761.0,1634.0,487483.0,4.8,13554.8,10.0,0.073774604,52.1,21.33333333,4.888888889,1.1,1.0,1.0,1.0
1.0,1.0,1.0,2.0,75.0,100.0,37.77038,-122.44947,94117.0,43944.0,39169.0,38738.0,156.4,1.7,0.0,26041.0,23111.0,20833.0,0.6,8333.0,4956.0,1205027.0,127338.0,3789.0,906.0,1952.0,1173153.0,4.2,17577.6,458.0,2.605588931,181.9954442,78.35,4.883838384,1.427927928,1.4302884619999998,1.653932584,1.653932584
1.0,1.4741433021806853,3.0,4.0,125.0,130.0,38.91554,-77.04218,20009.0,52246.0,47992.0,46561.0,123.9,1.3,0.0,39745.0,27339.0,24908.0,0.6,3966.0,4483.0,680818.0,101610.0,2507.0,862.0,1786.0,627371.0,3.8,20898.4,189.0,0.904375455,112.8359788,70.79190751,4.885964912,1.243386243,1.348993289,1.7936507940000002,1.7936507940000002
1.0,1.0,1.0,2.0,101.0,117.0,32.73229,-117.16888,92103.0,34358.0,31066.0,30186.0,137.1,3.8,0.0,9123.0,17440.0,16918.0,0.7,4955.0,3037.0,707677.0,75195.0,2675.0,654.0,1358.0,592272.0,3.8,13743.2,503.0,3.659991851,155.15230459999998,49.58097686,4.882271468,1.357852883,1.665943601,2.1510934390000003,2.1510934390000003
2.0,1.0,1.0,1.0,23.0,33.0,37.52827,-122.34963,94134.0,42274.0,40798.0,40134.0,155.2,2.4,0.0,17616.0,20688.0,21586.0,0.6,5453.0,1813.0,693470.0,69701.0,2553.0,415.0,1437.0,635000.0,6.8,16909.6,1101.0,6.51109429,154.094518,48.45338442,4.845794393,1.322878229,1.549407115,1.934862385,1.934862385
1.0,1.4741433021806853,1.0,2.0,24.0,50.0,37.77563,-122.19679,94130.0,3134.0,2880.0,1453.0,144.2,0.9,0.0,3405.0,1762.0,1372.0,0.6,4512.598465011287,3644.708202034753,632259.0128732343,51315.0,2502.8628223495703,731.4022316206245,1919.0,3898250.0,9.7,1253.6,4143.0,330.488194,117.6974026,43.55297486,4.837385538,1.189231573,1.461605081,1.775991703,1.775991703
